ID,name,Food Group,Calories,Fat (g),Protein (g),Carbohydrate (g),Sugars (g),Fiber (g),Cholesterol (mg),Saturated Fats (g),Calcium (mg),"Iron, Fe (mg)","Potassium, K (mg)",Magnesium (mg),"Vitamin A, IU (IU)","Vitamin A, RAE (mcg)",Vitamin C (mg),Vitamin B-12 (mcg),Vitamin D (mcg),Vitamin E (Alpha-Tocopherol) (mg),Added Sugar (g),Net-Carbs (g),Water (g),Omega 3s (mg),Omega 6s (mg),PRAL score,Trans Fatty Acids (g),Soluble Fiber (g),Insoluble Fiber (g),Sucrose (g),Glucose (Dextrose) (g),Fructose (g),Lactose (g),Maltose (g),Galactose (g),Starch (g),Total sugar alcohols (g),"Phosphorus, P (mg)",Sodium (mg),"Zinc, Zn (mg)","Copper, Cu (mg)",Manganese (mg),"Selenium, Se (mcg)","Fluoride, F (mcg)",Molybdenum (mcg),Chlorine (mg),Thiamin (B1) (mg),Riboflavin (B2) (mg),Niacin (B3) (mg),Pantothenic acid (B5) (mg),Vitamin B6 (mg),Biotin (B7) (mcg),Folate (B9) (mcg),Folic acid (mcg),Food Folate (mcg),Folate DFE (mcg),Choline (mg),Betaine (mg),Retinol (mcg),"Carotene, beta (mcg)","Carotene, alpha (mcg)",Lycopene (mcg),Lutein + Zeaxanthin (mcg),Vitamin D2 (ergocalciferol) (mcg),Vitamin D3 (cholecalciferol) (mcg),Vitamin D (IU) (IU),Vitamin K (mcg),Dihydrophylloquinone (mcg),Menaquinone-4 (mcg),"Fatty acids, total monounsaturated (mg)","Fatty acids, total polyunsaturated (mg)","18:3 n-3 c,c,c (ALA) (mg)",20:5 n-3 (EPA) (mg),22:5 n-3 (DPA) (mg),22:6 n-3 (DHA) (mg),Tryptophan (mg),Threonine (mg),Isoleucine (mg),Leucine (mg),Lysine (mg),Methionine (mg),Cystine (mg),Phenylalanine (mg),Tyrosine (mg),Valine (mg),Arginine (mg),Histidine (mg),Alanine (mg),Aspartic acid (mg),Glutamic acid (mg),Glycine (mg),Proline (mg),Serine (mg),Hydroxyproline (mg),Alcohol (g),Caffeine (mg),Theobromine (mg),Serving Weight 1 (g),Serving Description 1 (g),Serving Weight 2 (g),Serving Description 2 (g),Serving Weight 3 (g),Serving Description 3 (g),Serving Weight 4 (g),Serving Description 4 (g),Serving Weight 5 (g),Serving Description 5 (g),Serving Weight 6 (g),Serving Description 6 (g),Serving Weight 7 (g),Serving Description 7 (g),Serving Weight 8 (g),Serving Description 8 (g),Serving Weight 9 (g),Serving Description 9 (g),200 Calorie Weight (g)
168588,Almond Butter,Nuts and Seeds,614.0,55.5,20.96,18.82,4.43,10.3,0.0,4.152,347.0,3.49,748.0,279.0,1.0,0.0,0.0,0.0,0.0,24.21,,8.52,1.64,7.0,13605.0,1.435,,,,4.34,0.02,0.0,0.0,0.07,,0.08,,508.0,7.0,3.29,0.934,2.131,2.4,,,,0.041,0.939,3.155,0.318,0.103,,53.0,0.0,53.0,53.0,52.1,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,,32445.0,13613.0,,,,,159.0,555.0,813.0,1483.0,612.0,122.0,242.0,1149.0,595.0,937.0,2382.0,550.0,990.0,2397.0,5912.0,1472.0,915.0,926.0,,0.0,,,16.0,1 tbsp,250.0,1 cup,,,,,,,,,,,,,,,32.573
168592,Nuts Almonds Honey Roasted Unblanched,Nuts and Seeds,594.0,49.9,18.17,27.9,,13.7,0.0,4.73,263.0,2.83,560.0,240.0,0.0,0.0,0.7,0.0,0.0,,,14.2,1.7,360.0,10112.0,2.156,,,,,,,,,,,,400.0,130.0,2.6,0.97,2.003,,,,,0.114,0.953,2.819,0.258,0.085,,32.0,0.0,32.0,32.0,,,0.0,,,,,,,0.0,,,,32402.0,10472.0,,,,,281.0,575.0,677.0,1210.0,519.0,179.0,281.0,870.0,551.0,803.0,1946.0,435.0,736.0,1831.0,4629.0,964.0,978.0,701.0,,,,,144.0,1 cup whole kernels,28.4,1 oz,,,,,,,,,,,,,,,33.67
168593,Seeds Sunflower Seed Kernels Oil Roasted With Salt Added,Nuts and Seeds,592.0,51.3,20.06,22.89,3.11,10.6,0.0,7.068,87.0,4.28,483.0,127.0,9.0,0.0,1.1,0.0,0.0,36.33,,12.29,1.54,76.0,34219.0,37.31,0.158,,,2.37,0.74,0.0,0.0,0.0,,,,1139.0,303.0,5.21,1.804,2.08,78.2,,,,0.32,0.28,4.13,6.942,0.792,,234.0,0.0,234.0,234.0,55.1,,0.0,5.0,0.0,0.0,0.0,,,0.0,3.1,,,8063.0,34294.0,76.0,0.0,0.0,0.0,306.0,817.0,1003.0,1461.0,825.0,435.0,397.0,1029.0,587.0,1158.0,2116.0,556.0,984.0,2153.0,4912.0,1286.0,1040.0,947.0,,0.0,0.0,0.0,135.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,33.784
168594,Seeds Sunflower Seed Kernels Toasted With Salt Added,Nuts and Seeds,619.0,56.8,17.21,20.59,,11.5,0.0,5.953,57.0,6.81,491.0,129.0,0.0,0.0,1.4,0.0,0.0,,,9.09,1.0,79.0,37390.0,36.785,,,,,,,,,,,,1158.0,613.0,5.3,1.834,2.114,62.2,,,,0.325,0.285,4.198,7.056,0.805,,238.0,0.0,238.0,238.0,,,0.0,,,,,,,0.0,,,,10841.0,37507.0,,,,,263.0,702.0,861.0,1254.0,708.0,374.0,341.0,883.0,503.0,994.0,1816.0,477.0,844.0,1848.0,4216.0,1104.0,893.0,812.0,,,,,134.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,32.31
168595,Seeds Sunflower Seed Butter With Salt Added,Nuts and Seeds,617.0,55.2,17.28,23.32,10.54,5.7,0.0,4.678,64.0,4.12,576.0,311.0,52.0,,2.7,0.0,0.0,22.89,,17.62,0.62,51.0,9744.0,11.944,0.027,,,10.54,0.0,0.0,0.0,0.0,0.0,0.83,,666.0,331.0,4.89,1.597,2.073,104.4,,,,0.053,0.163,6.747,1.167,0.55,,237.0,0.0,237.0,237.0,,,0.0,,,,,,,0.0,,,,39025.0,9805.0,50.0,0.0,0.0,0.0,285.0,723.0,842.0,1315.0,532.0,435.0,268.0,942.0,435.0,1002.0,1753.0,492.0,865.0,1848.0,4273.0,1123.0,878.0,857.0,,,,,16.0,1 tbsp,28.4,1 oz,,,,,,,,,,,,,,,32.415
168596,Nuts Almonds Dry Roasted With Salt Added,Nuts and Seeds,598.0,52.54,20.96,21.01,4.86,10.9,0.0,4.092,268.0,3.73,713.0,279.0,1.0,0.0,0.0,0.0,0.0,23.9,,10.11,2.41,6.0,12945.0,1.831,0.007,,,4.75,0.01,0.01,0.0,0.09,0.0,0.73,,471.0,234.0,3.31,1.099,2.232,2.0,,,,0.077,1.197,3.637,0.321,0.136,,55.0,0.0,55.0,55.0,52.1,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,,33076.0,12955.0,6.0,0.0,0.0,0.0,209.0,595.0,745.0,1461.0,563.0,155.0,214.0,1122.0,446.0,848.0,2444.0,534.0,991.0,2616.0,6153.0,1417.0,961.0,904.0,40.0,0.0,0.0,0.0,138.0,1 cup whole kernels,28.4,1 oz (22 whole kernels),,,,,,,,,,,,,,,33.445
168599,Nuts Mixed Nuts Dry Roasted With Peanuts With Salt Added,Nuts and Seeds,594.0,51.45,17.3,25.35,4.8,9.0,0.0,6.5,70.0,3.7,693.0,225.0,5.0,0.0,0.4,0.0,0.0,10.94,,16.35,1.75,190.0,10535.0,3.122,,,,,,,,,,,,435.0,345.0,3.8,1.279,1.937,7.5,,,,0.2,0.2,4.7,1.205,0.296,,50.0,0.0,50.0,50.0,54.3,,0.0,3.0,0.0,0.0,21.0,,,0.0,12.9,,,31395.0,10768.0,,0.0,0.0,0.0,264.0,597.0,744.0,1371.0,712.0,228.0,287.0,953.0,676.0,934.0,2242.0,480.0,806.0,2056.0,4423.0,1064.0,875.0,917.0,,0.0,0.0,0.0,137.0,1 cup,28.4,1 oz,,,,,,,,,,,,,,,33.67
168600,Nuts Mixed Nuts Oil Roasted With Peanuts With Salt Added,Nuts and Seeds,607.0,53.95,20.04,21.05,4.15,7.0,0.0,8.711,117.0,2.61,632.0,229.0,3.0,0.0,0.5,0.0,0.0,7.82,,14.05,2.08,88.0,14521.0,5.813,0.055,,,4.15,0.0,0.0,0.0,0.0,0.0,4.2,,456.0,273.0,3.36,0.907,2.04,33.9,,,,0.189,0.196,7.709,1.14,0.352,,83.0,0.0,83.0,83.0,52.0,,0.0,2.0,0.0,0.0,8.0,,,0.0,5.7,,,28488.0,14612.0,82.0,5.0,0.0,0.0,220.0,703.0,826.0,1656.0,782.0,283.0,288.0,1182.0,786.0,1001.0,2965.0,572.0,982.0,2892.0,5574.0,1387.0,957.0,1168.0,,0.0,0.0,0.0,134.0,1 cup,28.4,1 oz,14.0,"10 nuts, assorted",,,,,,,,,,,,,32.949
168601,Seeds Pumpkin And Squash Seeds Whole Roasted With Salt Added,Nuts and Seeds,446.0,19.4,18.55,53.75,,18.4,0.0,3.67,55.0,3.31,919.0,262.0,62.0,3.0,0.3,0.0,0.0,,,35.35,4.5,77.0,8759.0,-14.503,,,,,,,,,,,,92.0,2541.0,10.3,0.69,0.496,,,,,0.034,0.052,0.286,0.056,0.037,,9.0,0.0,9.0,9.0,39.1,0.3,0.0,,,,,,,0.0,,,,6032.0,8844.0,,,,,326.0,683.0,956.0,1572.0,1386.0,417.0,228.0,924.0,770.0,1491.0,3049.0,515.0,875.0,1873.0,3262.0,1358.0,756.0,868.0,,,,,64.0,1 cup,28.4,1 oz (85 seeds),,,,,,,,,,,,,,,44.843
168602,Nuts Almonds Oil Roasted Lightly Salted,Nuts and Seeds,607.0,55.17,21.23,17.68,4.55,10.5,0.0,4.207,291.0,3.68,699.0,274.0,1.0,,0.0,0.0,,25.97,,7.18,2.8,0.0,13519.0,1.907,,,,4.38,0.04,0.0,0.0,0.14,,0.56,,466.0,143.0,3.07,0.955,2.46,4.1,,,,0.092,0.781,3.665,0.229,0.118,,27.0,,27.0,,52.1,0.5,,1.0,0.0,0.0,1.0,,,,0.0,,,34794.0,13520.0,,0.0,0.0,0.0,192.0,677.0,691.0,1467.0,600.0,188.0,282.0,1146.0,529.0,798.0,2463.0,592.0,999.0,2729.0,5165.0,1466.0,967.0,1004.0,,0.0,0.0,0.0,157.0,1 cup whole kernels,28.4,1 oz (22 whole kernels),,,,,,,,,,,,,,,32.949
168603,Nuts Almond Butter Plain With Salt Added,Nuts and Seeds,614.0,55.5,20.96,18.82,6.27,10.3,0.0,6.55,347.0,3.49,748.0,279.0,1.0,0.0,0.0,0.0,0.0,24.21,,8.52,1.64,7.0,13605.0,1.435,0.0,,,6.14,0.02,0.0,0.0,0.1,0.0,0.08,,508.0,227.0,3.29,0.934,2.131,2.4,,,,0.041,0.939,3.155,0.318,0.103,,53.0,0.0,53.0,53.0,52.1,,0.0,1.0,0.0,0.0,1.0,,,0.0,0.0,,,32445.0,13613.0,,0.0,0.0,0.0,159.0,555.0,813.0,1483.0,612.0,122.0,242.0,1149.0,595.0,937.0,2382.0,550.0,990.0,2397.0,5912.0,1472.0,915.0,926.0,,0.0,0.0,0.0,16.0,1 tbsp,250.0,1 cup,,,,,,,,,,,,,,,32.573
168604,Seeds Sesame Butter Tahini Type Of Kernels Unspecified,Nuts and Seeds,592.0,53.01,17.4,21.5,,4.7,0.0,7.423,141.0,4.42,459.0,95.0,67.0,3.0,4.2,0.0,0.0,,,16.8,3.0,401.0,22807.0,23.74,,,,,,,,,,,,790.0,35.0,4.62,1.61,,34.4,,,,1.59,0.12,5.64,,0.15,,98.0,0.0,98.0,98.0,,,0.0,,,,,,,0.0,,,,20016.0,23232.0,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,15.0,1 tbsp,,,,,,,,,,,,,,,,,33.784
168613,Braised Beef Shortribs,Meats,471.0,41.98,21.57,0.0,0.0,0.0,94.0,17.8,12.0,2.31,224.0,15.0,0.0,0.0,0.0,2.62,0.7,0.29,,0.0,35.72,20.0,980.0,11.286,,,,,,,,,,,,162.0,50.0,4.88,0.099,0.013,20.8,22.4,,,0.05,0.15,2.452,0.252,0.22,,5.0,0.0,5.0,5.0,82.2,10.8,0.0,0.0,0.0,0.0,0.0,,0.7,27.0,2.4,0.0,,18880.0,1530.0,,3.0,16.0,1.0,142.0,862.0,981.0,1716.0,1823.0,562.0,278.0,852.0,687.0,1070.0,1395.0,688.0,1311.0,1965.0,3238.0,1313.0,1028.0,850.0,227.0,0.0,0.0,0.0,85.0,3 oz,225.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,42.463
168665,Beef Brisket Whole Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Braised,Meats,331.0,24.5,25.85,0.0,0.0,0.0,93.0,9.44,7.0,2.46,251.0,20.0,0.0,0.0,0.0,2.4,0.4,0.19,,0.0,49.58,20.0,580.0,14.412,,,,,,,,,,,,207.0,64.0,5.77,0.104,0.015,22.8,,,,0.06,0.2,3.27,0.31,0.26,,7.0,0.0,7.0,7.0,98.5,,0.0,0.0,0.0,0.0,0.0,,0.4,16.0,1.9,,,10890.0,850.0,,3.0,16.0,1.0,290.0,1129.0,1162.0,2043.0,2151.0,662.0,290.0,1009.0,869.0,1258.0,1634.0,885.0,1559.0,2362.0,3884.0,1411.0,1142.0,989.0,,0.0,0.0,0.0,85.0,3 oz,329.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,60.423
168667,Beef Chuck Arm Pot Roast Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Braised,Meats,302.0,19.22,30.12,0.0,0.0,0.0,120.0,7.62,17.0,2.53,242.0,20.0,0.0,0.0,0.0,2.22,0.3,0.53,,0.0,50.45,20.0,477.0,15.677,,,,,,,,,,,,183.0,50.0,6.98,0.104,0.01,28.3,22.4,,,0.061,0.178,4.273,0.594,0.295,,9.0,0.0,9.0,9.0,114.7,15.1,0.0,0.0,0.0,0.0,0.0,,0.3,13.0,1.9,,,8276.0,730.0,,3.0,16.0,1.0,200.0,1213.0,1382.0,2416.0,2567.0,791.0,392.0,1200.0,968.0,1507.0,1964.0,969.0,1847.0,2767.0,4560.0,1850.0,1448.0,1197.0,316.0,0.0,0.0,0.0,85.0,3 oz,258.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,66.225
168669,Beef Chuck Arm Pot Roast Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Braised,Meats,309.0,19.93,30.2,0.0,0.0,0.0,121.0,7.902,16.0,2.61,241.0,20.0,0.0,0.0,0.0,2.46,0.3,0.54,,0.0,49.35,20.0,495.0,15.713,,,,,,,,,,,,182.0,49.0,6.87,0.116,0.01,27.8,22.4,,,0.057,0.193,4.215,0.595,0.29,,9.0,0.0,9.0,9.0,115.0,15.1,0.0,0.0,0.0,0.0,0.0,,0.3,13.0,1.9,,,8583.0,757.0,,3.0,16.0,1.0,198.0,1202.0,1369.0,2393.0,2543.0,784.0,388.0,1188.0,959.0,1493.0,1946.0,960.0,1829.0,2741.0,4517.0,1832.0,1434.0,1185.0,317.0,0.0,0.0,0.0,85.0,3 oz,258.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,64.725
168671,Beef Chuck Blade Roast Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Braised,Meats,359.0,27.26,26.37,0.0,0.0,0.0,103.0,10.86,13.0,3.08,230.0,19.0,0.0,0.0,0.0,2.27,0.4,0.21,,0.0,46.32,20.0,670.0,14.726,,,,,,,,,,,,198.0,64.0,8.23,0.124,0.015,24.5,,,,0.07,0.24,2.41,0.31,0.26,,5.0,0.0,5.0,5.0,100.4,,0.0,0.0,0.0,0.0,0.0,,0.4,18.0,2.0,,,11780.0,970.0,,3.0,16.0,1.0,295.0,1152.0,1185.0,2084.0,2194.0,675.0,295.0,1029.0,886.0,1283.0,1666.0,903.0,1590.0,2409.0,3961.0,1439.0,1164.0,1008.0,,0.0,0.0,0.0,85.0,3 oz,247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,55.71
168673,Beef Chuck Blade Roast Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Braised,Meats,318.0,22.35,27.33,0.0,0.0,0.0,104.0,8.89,13.0,3.2,237.0,20.0,0.0,0.0,0.0,2.31,,,,0.0,49.4,220.0,550.0,15.318,,,,,,,,,,,,206.0,66.0,8.65,0.129,0.016,24.7,,,,0.07,0.25,2.46,0.32,0.26,,5.0,0.0,5.0,5.0,104.1,13.7,,0.0,0.0,0.0,0.0,,,,,,,9660.0,800.0,,,,,306.0,1194.0,1229.0,2160.0,2274.0,700.0,306.0,1067.0,918.0,1329.0,1727.0,936.0,1648.0,2497.0,4106.0,1491.0,1207.0,1045.0,,0.0,0.0,0.0,85.0,3 oz,247.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,62.893
168675,Beef Rib Whole (Ribs 6-12) Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Raw,Meats,322.0,27.93,16.34,0.0,,0.0,71.0,11.51,9.0,1.72,267.0,16.0,0.0,,0.0,2.79,,,,0.0,53.85,340.0,640.0,7.533,,,,,,,,,,,,154.0,54.0,3.66,0.058,0.012,16.3,,,,0.08,0.13,2.78,0.31,0.31,,5.0,0.0,5.0,5.0,68.2,10.0,,,,,,,,,,,,12020.0,1010.0,,,,,183.0,714.0,734.0,1291.0,1359.0,418.0,183.0,638.0,549.0,795.0,1032.0,559.0,985.0,1492.0,2454.0,891.0,721.0,625.0,,,,,28.4,1 oz,453.6,1 lb,,,,,,,,,,,,,,,62.112
168676,Beef Rib Whole (Ribs 6-12) Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Broiled,Meats,352.0,28.5,22.26,0.0,,0.0,82.0,11.57,11.0,2.18,313.0,20.0,0.0,,0.0,2.87,,,,0.0,47.33,310.0,700.0,10.22,,,,,,,,,,,,178.0,63.0,5.23,0.081,0.013,21.8,,,,0.08,0.17,3.25,0.32,0.27,,6.0,0.0,6.0,6.0,84.8,11.1,,,,,,,,,,,,12120.0,1040.0,,,,,249.0,972.0,1001.0,1760.0,1852.0,570.0,249.0,869.0,748.0,1083.0,1407.0,762.0,1343.0,2034.0,3345.0,1215.0,983.0,851.0,,,,,85.0,3 oz,267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,56.818
168677,Beef Rib Whole (Ribs 6-12) Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Roasted,Meats,365.0,29.79,22.6,0.0,0.0,0.0,84.0,12.01,11.0,2.35,302.0,20.0,0.0,0.0,0.0,2.55,0.5,0.24,,0.0,46.87,20.0,700.0,10.545,,,,,,,,,,,,176.0,64.0,5.4,0.084,0.013,22.4,,,,0.07,0.17,3.43,0.31,0.23,,7.0,0.0,7.0,7.0,86.1,,0.0,0.0,0.0,0.0,0.0,,0.5,19.0,2.0,,,12800.0,1050.0,,3.0,16.0,1.0,253.0,987.0,1016.0,1786.0,1880.0,579.0,253.0,882.0,759.0,1099.0,1428.0,774.0,1363.0,2065.0,3396.0,1233.0,998.0,864.0,,0.0,0.0,0.0,85.0,3 oz,289.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,54.795
168679,Beef Rib Whole (Ribs 6-12) Separable Lean And Fat Trimmed To 1/8 Inch Fat Prime Cooked Roasted,Meats,400.0,33.7,22.57,0.0,,0.0,85.0,13.96,11.0,2.17,304.0,20.0,0.0,0.0,0.0,2.56,,,,0.0,43.4,320.0,790.0,10.451,,,,,,,,,,,,175.0,65.0,5.39,0.083,0.013,28.4,,,,0.07,0.18,3.4,0.36,0.26,,7.0,0.0,7.0,7.0,,,0.0,,,,,,,,,,,14690.0,1170.0,,,,,253.0,986.0,1015.0,1784.0,1878.0,578.0,253.0,881.0,758.0,1098.0,1427.0,773.0,1361.0,2062.0,3391.0,1231.0,997.0,863.0,,,,,85.0,3 oz,278.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,50.0
168680,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Raw,Meats,316.0,27.29,16.26,0.0,,0.0,71.0,11.29,8.0,1.71,260.0,16.0,0.0,0.0,0.0,2.71,,,,0.0,54.51,340.0,630.0,7.618,,,,,,,,,,,,153.0,55.0,3.75,0.059,0.012,15.8,,,,0.08,0.13,2.61,0.33,0.29,,5.0,0.0,5.0,5.0,,,0.0,,,,,,,,,,,11690.0,1000.0,,,,,182.0,710.0,731.0,1285.0,1353.0,416.0,182.0,635.0,546.0,791.0,1027.0,557.0,981.0,1485.0,2442.0,887.0,718.0,622.0,,,,,28.4,1 oz,453.6,1 lb,,,,,,,,,,,,,,,63.291
168681,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Broiled,Meats,338.0,27.22,21.55,0.0,,0.0,80.0,11.06,10.0,2.19,309.0,19.0,0.0,0.0,0.0,2.89,,,,0.0,48.74,300.0,690.0,10.144,,,,,,,,,,,,182.0,64.0,5.07,0.079,0.013,21.0,,,,0.07,0.16,2.78,0.35,0.23,,6.0,0.0,6.0,6.0,,,0.0,,,,,,,,,,,11510.0,1030.0,,,,,241.0,941.0,969.0,1704.0,1793.0,552.0,241.0,841.0,724.0,1048.0,1362.0,738.0,1300.0,1969.0,3238.0,1176.0,952.0,824.0,,,,,85.0,3 oz,267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,59.172
168682,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat All Grades Cooked Roasted,Meats,355.0,28.51,23.01,0.0,0.0,0.0,85.0,11.5,10.0,2.35,293.0,20.0,0.0,0.0,0.0,2.34,0.5,0.23,,0.0,47.73,20.0,660.0,10.838,,,,,,,,,,,,173.0,64.0,5.84,0.089,0.014,21.6,22.4,,,0.07,0.19,3.67,0.37,0.23,,7.0,0.0,7.0,7.0,87.6,11.5,0.0,0.0,0.0,0.0,0.0,,0.5,19.0,2.0,,,12200.0,990.0,,3.0,16.0,1.0,258.0,1005.0,1034.0,1818.0,1914.0,589.0,258.0,898.0,773.0,1119.0,1454.0,788.0,1388.0,2102.0,3457.0,1255.0,1016.0,880.0,,0.0,0.0,0.0,85.0,3 oz,292.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,56.338
168683,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Broiled,Meats,324.0,25.71,21.55,0.0,,0.0,80.0,10.43,10.0,2.19,309.0,19.0,0.0,0.0,0.0,2.89,,,,0.0,50.25,280.0,660.0,10.144,,,,,,,,,,,,182.0,64.0,5.07,0.079,0.013,21.2,,,,0.07,0.16,2.78,0.35,0.23,,6.0,0.0,6.0,6.0,,,0.0,,,,,,,,,,,10850.0,970.0,,,,,241.0,941.0,969.0,1704.0,1793.0,552.0,241.0,841.0,724.0,1048.0,1362.0,738.0,1300.0,1969.0,3238.0,1176.0,952.0,824.0,,,,,85.0,3 oz,267.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,61.728
168684,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat Select Cooked Roasted,Meats,333.0,25.84,23.4,0.0,,0.0,84.0,10.42,9.0,2.39,299.0,20.0,0.0,0.0,0.0,2.37,,,,0.0,49.4,270.0,600.0,11.026,,,,,,,,,,,,176.0,65.0,5.98,0.09,0.014,21.7,,,,0.07,0.19,3.74,0.38,0.23,,8.0,0.0,8.0,8.0,,,0.0,,,,,,,,,,,11060.0,900.0,,,,,262.0,1022.0,1052.0,1849.0,1946.0,599.0,262.0,913.0,786.0,1138.0,1479.0,801.0,1411.0,2137.0,3515.0,1276.0,1033.0,895.0,,,,,85.0,3 oz,292.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,60.06
168685,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat Prime Raw,Meats,367.0,33.26,15.77,0.0,,0.0,73.0,13.96,8.0,1.65,248.0,15.0,0.0,0.0,0.0,2.63,,,,0.0,50.4,390.0,790.0,7.435,,,,,,,,,,,,147.0,53.0,3.58,0.057,0.011,16.2,,,,0.08,0.13,2.53,0.31,0.28,,5.0,0.0,5.0,5.0,,,0.0,,,,,,,,,,,14370.0,1230.0,,,,,177.0,689.0,709.0,1246.0,1312.0,404.0,177.0,616.0,530.0,767.0,997.0,540.0,951.0,1441.0,2369.0,860.0,696.0,603.0,,,,,28.4,1 oz,453.6,1 lb,,,,,,,,,,,,,,,54.496
168686,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat Prime Cooked Broiled,Meats,404.0,34.97,20.65,0.0,,0.0,86.0,14.51,10.0,2.08,298.0,19.0,0.0,0.0,0.0,2.79,,,,0.0,43.48,330.0,820.0,9.269,,,,,,,,,,,,164.0,62.0,4.87,0.076,0.013,21.6,,,,0.07,0.17,2.64,0.33,0.27,,6.0,0.0,6.0,6.0,,,0.0,,,,,,,,,,,15290.0,1210.0,,,,,231.0,902.0,929.0,1632.0,1718.0,529.0,231.0,806.0,694.0,1005.0,1305.0,707.0,1246.0,1887.0,3103.0,1127.0,912.0,790.0,,,,,85.0,3 oz,278.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,49.505
168687,Beef Rib Large End (Ribs 6-9) Separable Lean And Fat Trimmed To 1/8 Inch Fat Prime Cooked Roasted,Meats,393.0,32.74,22.86,0.0,,0.0,85.0,13.59,10.0,2.33,291.0,20.0,0.0,0.0,0.0,2.34,,,,0.0,44.49,320.0,770.0,10.769,,,,,,,,,,,,172.0,64.0,5.78,0.088,0.014,22.1,,,,0.07,0.19,3.65,0.37,0.23,,7.0,0.0,7.0,7.0,,,0.0,,,,,,,,,,,14290.0,1130.0,,,,,256.0,998.0,1028.0,1806.0,1902.0,585.0,256.0,892.0,768.0,1112.0,1444.0,783.0,1379.0,2088.0,3434.0,1247.0,1009.0,874.0,,,,,85.0,3 oz,281.0,"1 piece, cooked, excluding refuse (yield from 1 lb raw meat with refuse)",,,,,,,,,,,,,,,50.891
168688,Beef Rib Small End (Ribs 10-12) Separable Lean And Fat Trimmed To 1/8 Inch Fat Choice Cooked Broiled,Meats,304.0,22.09,24.53,0.0,0.0,0.0,94.0,8.7,16.0,1.64,298.0,20.0,0.0,0.0,0.0,1.62,,0.5,,0.0,52.93,197.0,571.0,11.769,,,,,,,,,,,,183.0,49.0,4.37,0.08,0.009,26.4,,,,0.061,0.108,6.653,0.483,0.489,,8.0,0.0,8.0,8.0,,,0.0,0.0,0.0,0.0,0.0,,,,1.8,,,9208.0,818.0,,0.0,0.0,0.0,161.0,980.0,1116.0,1951.0,2073.0,639.0,317.0,969.0,782.0,1217.0,1586.0,783.0,1491.0,2234.0,3683.0,1494.0,1169.0,966.0,258.0,0.0,0.0,0.0,85.0,3 oz,256.0,1 steak (yield from 320 g raw meat),,,,,,,,,,,,,,,65.789
